<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD000TOM,D,20210126,000000,1.2128900,1.2175000,1.2111000,1.2166400,28698000
EURUSD000TOM,D,20210127,000000,1.2161600,1.2161600,1.2060000,1.2104500,63923000
EURUSD000TOM,D,20210128,000000,1.2096100,1.2142000,1.2083600,1.2128600,41950000
EURUSD000TOM,D,20210129,000000,1.2105000,1.2155000,1.2098000,1.2134800,28826000
EURUSD000TOM,D,20210201,000000,1.2131000,1.2131500,1.2059000,1.2060000,21210000
EURUSD000TOM,D,20210202,000000,1.2070200,1.2084900,1.2011800,1.2026500,34223000
EURUSD000TOM,D,20210203,000000,1.2033200,1.2041000,1.2005000,1.2033000,17208000
EURUSD000TOM,D,20210204,000000,1.2007600,1.2013200,1.1958400,1.1967500,36245000
EURUSD000TOM,D,20210205,000000,1.1965400,1.2046600,1.1960000,1.2046600,16296000
EURUSD000TOM,D,20210208,000000,1.2037700,1.2065000,1.2019200,1.2056000,24216000
EURUSD000TOM,D,20210209,000000,1.2078400,1.2120400,1.2067600,1.2118400,36249000
EURUSD000TOM,D,20210210,000000,1.2125000,1.2142600,1.2112600,1.2121600,35474000
EURUSD000TOM,D,20210211,000000,1.2126400,1.2147700,1.2118300,1.2134400,16884000
EURUSD000TOM,D,20210212,000000,1.2127900,1.2127900,1.2085000,1.2119500,39558000
EURUSD000TOM,D,20210215,000000,1.2135500,1.2143800,1.2122300,1.2131400,33080000
EURUSD000TOM,D,20210216,000000,1.2139800,1.2168000,1.2096200,1.2113500,77416000
EURUSD000TOM,D,20210217,000000,1.2084800,1.2085000,1.2024000,1.2041000,52894000
EURUSD000TOM,D,20210218,000000,1.2044300,1.2093000,1.2036200,1.2093000,26400000
EURUSD000TOM,D,20210219,000000,1.2092100,1.2144000,1.2089600,1.2114500,39242000
EURUSD000TOM,D,20210220,000000,1.2100000,1.2152000,1.2100000,1.2139900,30774000
EURUSD000TOM,D,20210222,000000,1.2114500,1.2168400,1.2094200,1.2158000,9683000
EURUSD000TOM,D,20210224,000000,1.2156000,1.2174000,1.2109100,1.2165000,35461000
EURUSD000TOM,D,20210225,000000,1.2178000,1.2241800,1.2162000,1.2176000,60093000
EURUSD000TOM,D,20210226,000000,1.2149200,1.2158000,1.2072600,1.2076400,46208000
